NatEmis	Datayear	Province	ProvinceCD	Official_Institution_Name	Status	Sector	Type_DoE	Phase_PED	Specialisation	Full Service School	EIDistrict	EICircuit	Owner_Land	Owner_Buildings	ExDept	Persal_PaypointNo	Persal_ComponentNo	ExamNo	ExamCentre	GIS_Longitude	GIS_Latitude	DMunName	LMunName	Ward_ID	SP_Code	SP_Name	Addressee	Township_Village	Suburb	Town_City	StreetAddress	PostalAddress	Telephone	Section21	Section21_Function	Quintile	NAS	NodalArea	Registration_Date	NoFeeSchool	Urban_Rural	Allocation	DemarcationFrom	DemarcationTo	OldNATEMIS	NewNATEMIS	Learners2024	Educators2024
500139971	2024	KZN	5	ESIBANINI PUBLIC PRIMARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Umzinyathi		Govt Education	Govt	DEPARTMENT OF EDUCATION AND TRAINING(DET)	53259	53259	N/A	N/A	30.6689	-28.2173	Umzinyathi	Nqutu Local Municipality	52402009	52010000	NONE	MR F MTHEMBU	99	99	99	780 FLINT STREET,NQUTU,3135		826117040	No	NONE	Q2	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500139971	500139971	803	24
500140452	2024	KZN	5	ESIHLUSHWANENI COMBINED SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Ilembe		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	181560	27004	N/A	N/A	31.0807	-29.0614	iLembe	Maphumulo Local Municipality	52904003	54606011	NTOMBIYAHLULUNINA	MS N LUTHULI	99	MAPHUMULO	99	881 D ESIHLUSHWANENI AREA,MAPHUMULO,STANGER,4470		738191565	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500140452	500140452	85	5
500140637	2024	KZN	5	ESIKHUMBUZWENI SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umzinyathi		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	292100	292100	5212304	ESIKHUMBUZWENI SECONDARY SCHOOL	30.6074	-28.1136	Umzinyathi	Nqutu Local Municipality	52402016	52008013	MKHONJANE	MR H PHAKATHI	99	ST JOHN MISSION	99	ST JOHNS MISSION,NQUTHU,3135		827488236	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500140637	500140637	517	15
500141118	2024	KZN	5	ESIPHONDWENI  SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umkhanyakude		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	500452345	390000	5111308	ESIPHONDWENI  SECONDARY SCHOOL	32.2719	-27.1774	Umkhanyakude	Umhlabuyalingana Local Municipality	52701013	53203014	SIPHONDWENI	MR D GUMEDE	MASHABANE TRIBAL AUTHORITY	99	99	MBOZA AREA,MASHABANE TRIBAL AUTHORITY,JOZINI,3965		727314292	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500141118	500141118	1154	35
500141303	2024	KZN	5	ESIQHOQHWENI SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Ilembe		Trust Land	Govt Education	KWAZULU NATAL EDUCATION DEPARTMENT	182500	627597	5413202	ESIQHOQHWENI SECONDARY SCHOOL	30.9667	-29.2095	iLembe	Maphumulo Local Municipality	52904011	54603002	SINDI	MR C ZUNGU	99	99	99	EMBO TRIBAL AUTHORITY,EMBO AREA,MAPHUMULO,4470		636312953	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500141303	500141303	168	4
500141340	2024	KZN	5	ESIQIWINI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umkhanyakude		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	242260	230025	5111107	ESIQIWINI HIGH SCHOOL	32.0828	-28.2429	Umkhanyakude	Mtubatuba Local Municipality	52705014	53505006	GUNJANENI	MS N MTHETHWA	99	MTUBATUBA	99	GUNJANENI RESERVE,MTUBATUBA,3935		355508069	No	NONE	Q2	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500141340	500141340	750	20
500141636	2024	KZN	5	ESOKHENI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umzinyathi		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	282240	340034	5212406	ESOKHENI HIGH SCHOOL	30.7728	-28.8068	Umzinyathi	Umvoti Local Municipality	52405012	52301012	SOKHENI	MS S MATIWANE	99	D215	99	EMAKHABELENI TRIBAL AUTHORITY,KWASENGE,GREYTOWN,3250		795274304	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500141636	500141636	276	11
500141710	2024	KZN	5	ESTCOURT HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Uthukela		Govt	Govt	HOUSE OF ASSEMBLY(HOA)	70763	141710	5211212	ESTCOURT HIGH SCHOOL	29.8654	-29.0073	Uthukela	Inkosi Langalibalele Local Municipality	52307017	51601002	BREWITT PARK	MR D DIEDRICK	99	99	99	MARTIN AND HELLETT ROAD,WEMBEZI,ESCOURT,3310		363523130	No	NONE	Q4	99	99	1/3/1900	Fee Charging	RURAL	99	KZN	KZN	500141710	500141710	815	37
500141821	2024	KZN	5	ESTCOURT SENIOR SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Uthukela		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	92120	300029	5211214	ESTCOURT SENIOR SECONDARY SCHOOL	29.6683	-29.1029	Uthukela	Inkosi Langalibalele Local Municipality	52307007	51808002	EDASHI	MR I VILAKAZI	99	99	99	DUTCH LOCATION,DUTCH,ESCOURT,3310		356280004	No	NONE	Q3	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500141821	500141821	1429	41
500141858	2024	KZN	5	ESTCOURT SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Uthukela		Govt	Govt	HOUSE OF REPRESENTATIVES(HOR)	83475	84007	5211213	ESTCOURT SECONDARY SCHOOL	29.879	-29.0055	Uthukela	Inkosi Langalibalele Local Municipality	52307010	51601005	ESTCOURT CENTRAL	MS M JORDAN-DONNELLY	99	ESTCOURT	99	ALEXANDER STREET,WEMBEZI,ESCOURT,3310		363525001	No	NONE	Q4	99	99	1/3/1900	Fee Charging	RURAL	99	KZN	KZN	500141858	500141858	962	31
500141895	2024	KZN	5	ESTHER PAYNE SMITH SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umgungundlovu		Govt	Govt	HOUSE OF DELEGATES(HOD)	65153	60299	5311212	ESTHER PAYNE SMITH SECONDARY SCHOOL	30.3895	-29.5687	Umgungundlovu	The Msunduzi Local Municipality	52205032	51109054	WOODLANDS	MR T DLADLA	99	NORTHDALE	99	211 BOMBAY ROAD,NORTHDALE,PIETERMARITZBURG,3201		333872558	No	NONE	Q4	99	99	1/3/1900	Fee Charging	URBAN	99	KZN	KZN	500141895	500141895	765	27
500142598	2024	KZN	5	EVANE INTERMEDIATE SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Zululand		Trust Land	Govt Education	DEPARTMENT OF EDUCATION AND TRAINING(DET)	53330	55316	N/A	N/A	31.5096	-27.7372	Zululand	Abaqulusi Local Municipality	52603002	52909001	EHLOMAHLOMA	MS N MKHONZA	99	VRYHEID	99	DLOMODLOMO FARM,DLOMODLOMO,VRYHEID,3100		834212868	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500142598	500142598	87	5
500142635	2024	KZN	5	SOUTHCITY CHRISTIAN SCHOOLS	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Ugu		Company	Company	N/A	99	99	N/A	N/A	30.3896	-30.785	Ugu	Ray Nkonyeni Local Municipality	52106003	50605001	PORT SHEPSTONE NU	MS W LOURENS	HIBISCUS COAST RURAL	99	99	IZOTSHA ,HIBISCUS COAST RURAL,HIBISCUS COAST,4275		393149470	No	NONE	99	99	99	1/3/1900	99	RURAL	99	KZN	KZN	500142635	500142635	703	59
500143005	2024	KZN	5	EZAKHELENI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	King Cetshwayo		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	382190	250021	5113204	EZAKHELENI HIGH SCHOOL	31.6702	-28.8127	King Cetshwayo	uMlalazi Local Municipality	52804023	54019023	YEMENI	MR M ZULU	99	MZIMELA TRADITIONAL COUNCIL	99	OYEMENI RESERVE,EMPANGENI,3880		782371264	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500143005	500143005	714	24
500143042	2024	KZN	5	EZAKHENI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Uthukela		Govt Education	Govt Education	KWAZULU NATAL EDUCATION DEPARTMENT	202110	143042	5211310	EZAKHENI HIGH SCHOOL	29.9253	-28.6003	Uthukela	Alfred Duma Local Municipality	52308002	51404001	EZAKHENI A	MR M ZIKALALA	EZAKHENI SECTION	EZAKHENI	99	551  SITE,EZAKHENI SECTION,EZAKHENI A,EZAKHENI,3881		717683507	No	NONE	Q4	99	99	1/3/1900	Fee Charging	URBAN	99	KZN	KZN	500143042	500143042	555	17
500143190	2024	KZN	5	EZIBUKWENI SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umkhanyakude		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	312160	380045	5111309	EZIBUKWENI SECONDARY SCHOOL	32.0928	-27.4291	Umkhanyakude	Jozini Local Municipality	52702007	53308002	JOZINI	MR N DLAMINI	99	SODWANA ROAD	99	MAPHAYA AREA,JOZINI,3969		678450006	No	NONE	Q2	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500143190	500143190	1116	43
500143227	2024	KZN	5	EZIFUNDENI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umkhanyakude		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	242220	230027	5111108	EZIFUNDENI HIGH SCHOOL	32.1552	-28.007	Umkhanyakude	Big Five Hlabisa Local Municipality	52706007	53503007	MTHEKWINI	MR M MBONAMBI	99	HLUHLUWE	99	475 EZIBAYENI P ROAD,EZIFUNDENI,HLUHLUWE,3960		355621552	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500143227	500143227	685	18
500143264	2024	KZN	5	EZIGQIZWENI SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	King Cetshwayo		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	392300	240041	5113420	EZIGQIZWENI SECONDARY SCHOOL	31.9321	-28.4465	King Cetshwayo	Mfolozi Local Municipality	52801013	53705010	EZIDONINI	MS B ZUMA	99	KWAMTHETHWA TRIBAL AUTHORITY	99	KWESAKWAMTETHETHWA,ENTUTHUNGA,EMPANGENI,3880		762712224	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500143264	500143264	316	11
500143634	2024	KZN	5	EZINQOLENI SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Ugu		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	122340	120122	5312205	EZINQOLENI SECONDARY SCHOOL	30.1339	-30.7907	Ugu	Ray Nkonyeni Local Municipality	52106033	50505002	DLOVINGA	MS M NTLOKWANA	99	IZINGOLWENI	99	KWASHOBASHOBANE WARD,IZINGOLWENI,PORT SHEPSTONE,4260		812817962	No	NONE	Q2	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500143634	500143634	1537	41
500143745	2024	KZN	5	EZITHABENI SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Ilembe		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	182130	270046	5413203	EZITHABENI SECONDARY SCHOOL	31.1621	-29.1423	iLembe	Maphumulo Local Municipality	52904012	54609005	OQAQENI	MR P DLAMINI	99	MAPHUMULO	99	SITE,MAPHUMULO,STANGER,4450		3210552	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500143745	500143745	629	22
500143782	2024	KZN	5	EZULWINI COMBINED SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Umgungundlovu		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	331850	150032	5311105	EZULWINI COMBINED SCHOOL	30.4004	-30.0908	Umgungundlovu	Richmond Local Municipality	52207005	55113002	KWELETSHENI	MR A MHLONGO	99	INHLAZUKA	99	UMNSINSINI,EMBOTHWENI,ISIPHINGO,4110		824614242	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500143782	500143782	238	9
500143856	2024	KZN	5	EZWENILETHU SENIOR SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	King Cetshwayo		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	392320	240042	5113421	EZWENILETHU SENIOR SECONDARY SCHOOL	31.7613	-28.4728	King Cetshwayo	Mthonjaneni Local Municipality	52805013	53907005	SANGOYANA	MR E NTSHANGASE	99	99	99	MELMOTH   RIGHT HEATONVILLE ROAD,ZSM INDUSTRIAL,EMPANGENI,3880		717961982	No	NONE	Q2	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500143856	500143856	153	8
500144041	2024	KZN	5	FAIRBREEZE SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Pinetown		Govt	Govt	HOUSE OF DELEGATES(HOD)	66052	60348	5412412	FAIRBREEZE SECONDARY SCHOOL	31.1373	-29.5491	eThekwini	Ethekwini Metropolitan Municipality	59500062	57280007	FAIRBREEZE	MS S PILLAY	99	FAIRBREEZE	99	GREYLANDS ROAD,FAIRBREEZE,TONGAAT,4380		329441665	No	NONE	Q4	99	99	1/3/1900	Fee Charging	URBAN	99	KZN	KZN	500144041	500144041	1329	40
500144152	2024	KZN	5	Fairvale Secondary School	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umlazi		Govt	Govt	HOUSE OF REPRESENTATIVES(HOR)	83408	81423	5411218	Fairvale Secondary School	30.9845	-29.9432	eThekwini	Ethekwini Metropolitan Municipality	59500068	57218004	AUSTERVILLE	MR C CONWAY	99	WENTWORTH	99	TARA ROAD,AUSTERVILLE,DURBAN,4005		314684409	No	NONE	Q5	99	99	1/3/1900	Fee Charging	URBAN	99	KZN	KZN	500144152	500144152	1057	37
500144263	2024	KZN	5	Faith-Way Christian School t/a FAITHWAY COLLEGE	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Harry Gwala		Govt	Govt	HOUSE OF ASSEMBLY(HOA)	99	99	5313307	Faith-Way Christian School t/a FAITHWAY COLLEGE	29.5168	-29.7391	Harry Gwala	Dr Nkosazana Dlamini Zuma Local Municipality	54306002	54806001	CLOUDS	MS J HUXHAM	99	99	99	JOASH FARM,UNDERBERG,3257		337021257	No	NONE	99	99	99	1/3/1900	99	RURAL	99	KZN	KZN	500144263	500144263	100	17
500144374	2024	KZN	5	FALAZA COMPREHENSIVE HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Zululand		Trust Land	Govt Education	KWAZULU NATAL EDUCATION DEPARTMENT	162160	360053	5112308	FALAZA COMPREHENSIVE HIGH SCHOOL	31.4992	-27.9578	Zululand	Nongoma Local Municipality	52605015	53004004	BULULWANE	MR V MBATHA	99	USUTHU AREA	99	OSUTHU ENYOKENI AREA,USUTHU AREA,NONGOMA,3950		848126666	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500144374	500144374	835	26
500144670	2024	KZN	5	FERNDALE SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Pinetown		Govt	Govt	HOUSE OF DELEGATES(HOD)	63555	60349	5412413	FERNDALE SECONDARY SCHOOL	30.9899	-29.7149	eThekwini	Ethekwini Metropolitan Municipality	59500052	57270016	REDFERN	PILLAY	99	PHOENIX	99	CORNER INDUSTRIAL PARK AND FERNHAM DRIVE,PHOENIX,DURBAN,4051		315071212	No	NONE	Q4	99	99	1/3/1900	Fee Charging	URBAN	99	KZN	KZN	500144670	500144670	618	22
500144707	2024	KZN	5	FERRUM HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Amajuba		Govt	Govt	HOUSE OF ASSEMBLY(HOA)	70767	73250	5213211	FERRUM HIGH SCHOOL	29.9478	-27.7312	Amajuba	Newcastle Local Municipality	52502002	52404025	SUNNYRIDGE	MS C MYBURGH	99	SUNNYRIDGE	99	AQUMARINE ROAD,SCHUINSHOOGTE,NEWCASTLE,2940		343182062	No	NONE	Q5	99	99	1/3/1900	Fee Charging	URBAN	99	KZN	KZN	500144707	500144707	969	56
500144781	2024	KZN	5	FILIDI SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Zululand		Govt Education	Govt Education	DEPARTMENT OF EDUCATION AND TRAINING(DET)	53101	55101	5112107	FILIDI SECONDARY SCHOOL	30.8199	-27.7751	Zululand	Abaqulusi Local Municipality	52603010	52902000	NONE	MR S THUSINI	99	BHEKUZULU LOCATION	99	544 GAMA AVENUE,BHEKUZULU,VRYHEID,3100		349813008	No	NONE	Q3	99	99	1/3/1900	No Fee	URBAN	99	KZN	KZN	500144781	500144781	1169	34
500145077	2024	KZN	5	FLORENCE BOOTH PRIMARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Uthukela		Church	Church	DEPARTMENT OF EDUCATION AND TRAINING(DET)	5052	54213	N/A	N/A	30.1345	-28.9564	Uthukela	Inkosi Langalibalele Local Municipality	52307021	51604003	WEENEN NU	MR M SIBEKO	99	MNGWENYA	99	ZWAGERHOEK (B),EMPANGENI,ESCOURT,3325		713587547	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500145077	500145077	151	9
500145188	2024	KZN	5	FOLWENI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umlazi		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	331990	150034	5411307	FOLWENI HIGH SCHOOL	30.812	-29.9923	eThekwini	Ethekwini Metropolitan Municipality	59500095	57225000	NONE	MR M MSOMI	99	ISIPINGO	99	UMBUMBULU ROAD,FOLWENI,ISIPHINGO,4110		319005038	No	NONE	Q3	99	99	1/3/1900	No Fee	URBAN	99	KZN	KZN	500145188	500145188	746	27
500145336	2024	KZN	5	FORESTHAVEN SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Pinetown		Govt	Govt	HOUSE OF DELEGATES(HOD)	63556	60350	5412414	FORESTHAVEN SECONDARY SCHOOL	31.0161	-29.6873	eThekwini	Ethekwini Metropolitan Municipality	59500050	57270007	FOREST HAVEN	MR L BAGIRATHI	99	FORESTHAVEN	99	CANEHAVEN , FORESTHAVEN DRIVE,PHOENIX,DURBAN,4068		315051048	No	NONE	Q5	99	99	1/3/1900	Fee Charging	URBAN	99	KZN	KZN	500145336	500145336	394	13
500145669	2024	KZN	5	FUMANA HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Zululand		Trust Land	Govt Education	KWAZULU NATAL EDUCATION DEPARTMENT	171250	360054	5112309	FUMANA HIGH SCHOOL	31.9422	-27.9334	Zululand	Nongoma Local Municipality	52605002	53001011	EMMAGONSINI	MR C NDLOVU	99	NONGOMA	99	MAGONSINI AREA,NONGOMA,3950		766785605	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500145669	500145669	416	16
500145854	2024	KZN	5	FUNDOKUHLE SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umgungundlovu		Govt	Govt	DEPARTMENT OF EDUCATION AND TRAINING(DET)	52101	54102	5311306	FUNDOKUHLE SECONDARY SCHOOL	30.3514	-29.6609	Umgungundlovu	The Msunduzi Local Municipality	52205015	51103000	NONE	MR L NZAMA	99	IMBALI	99	SINKWAZI ROAD,IMBALI,PIETERMARITZBURG,3219		333272956	No	NONE	Q3	99	99	1/3/1900	No Fee	URBAN	99	KZN	KZN	500145854	500145854	852	28
500145891	2024	KZN	5	FUNDOKUHLE HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umzinyathi		Govt Education	Govt Education	KWAZULU NATAL EDUCATION DEPARTMENT	2222250	290031	5212211	FUNDOKUHLE HIGH SCHOOL	30.4686	-28.8099	Umzinyathi	Msinga Local Municipality	52404011	52203001	DUNGAMANZI	MR M MCHUNU	99	KWAKOPI	99	GREYTOWN DUNDEE ROAD, (DUNGAMANZI),TUGELA FERRY,3010		726540954	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500145891	500145891	889	21
500145928	2024	KZN	5	FUNDUKHALIPHE HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Zululand		Trust Land	Govt Education	KWAZULU NATAL EDUCATION DEPARTMENT	162250	360055	5112310	FUNDUKHALIPHE HIGH SCHOOL	31.7755	-28.1259	Zululand	Nongoma Local Municipality	52605011	53001060	NDLOZANA	ZONDI	99	NONGOMA	99	EMMAYE RESERVE,VRYHEID,3850		721877842	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500145928	500145928	463	11
500146039	2024	KZN	5	FUNIZWE COMBINED SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	King Cetshwayo		Govt Education	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	411710	340043	N/A	N/A	30.9499	-28.6185	King Cetshwayo	Nkandla Local Municipality	52806010	54234001	XULU	MR S MHLONGO	99	99	99	XULU TRIBAL AUTHORITY,NKANDLA,3855		722249256	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500146039	500146039	100	6
500146113	2024	KZN	5	FUNULWAZI SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umzinyathi		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	292260	280020	5212305	FUNULWAZI SECONDARY SCHOOL	30.7119	-28.4503	Umzinyathi	Nqutu Local Municipality	52402002	52002001	BELUNGWANA	MR T SIBIYA	99	MFEKA	99	MFEKA AREA,HLANZAKAZI AREA,NQUTHU,3135		725789785	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500146113	500146113	138	7
500146187	2024	KZN	5	FUNUNDU HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umgungundlovu		Trust Land	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	432340	5043	5311106	FUNUNDU HIGH SCHOOL	30.5029	-30.0398	Umgungundlovu	Richmond Local Municipality	52207005	51303005	NGQULU	MR S NGCONGO	99	MALIZAYO	99	158 D PHUTHAZA AREA,MIDILLOVO,PIETERMARITZBURG,3750		826219304	No	NONE	Q2	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500146187	500146187	54	4
500146483	2024	KZN	5	GABANGEZWE JUNIOR SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Ugu		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	122250	120027	5312206	GABANGEZWE JUNIOR SECONDARY SCHOOL	30.0187	-30.7833	Ugu	Ray Nkonyeni Local Municipality	52106035	50502005	MAHLUBINI	MS S ZULU	99	HLOMENDLINI WARD 35	99	HLOMENDLINI WARD,EZINQOLENI,4682		723284931	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500146483	500146483	713	20
500146520	2024	KZN	5	ECEKEZA SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Ugu		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	122070	120011	5312204	ECEKEZA SECONDARY SCHOOL	30.025	-30.5305	Ugu	UMuziwabantu Local Municipality	52104001	50401001	KAMAGWASHU	MR G KHESWA	99	KWAFODO T/A	99	121 D ROAD,SANTOMBE,HARDING,4680		661433107	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500146520	500146520	881	23
500146557	2024	KZN	5	GABANGOLWAZI PRIMARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Umgungundlovu		Trust Land	Govt	DEPARTMENT OF EDUCATION AND TRAINING(DET)	56154	56101	N/A	N/A	30.4316	-30.0169	Umgungundlovu	Richmond Local Municipality	52207004	51302002	RICHMOND NU	MR M PHUNGULA	99	RICHMOND	99	NHLAZUKA LOCATION,NHLAZUKA,RICHMOND,3780		605610492	No	NONE	Q2	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500146557	500146557	254	8
500146631	2024	KZN	5	GABIGABI SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Pinetown		Govt Education	Govt Education	KWAZULU NATAL EDUCATION DEPARTMENT	212150	200036	5412202	GABIGABI SECONDARY SCHOOL	30.5797	-29.8326	eThekwini	Ethekwini Metropolitan Municipality	59500005	57231001	MOPHELA	MR N MADZIBA	99	MOPHELA ROAD	99	MOPHELA NEXT CHIEF MKHIZE,HAMMARSDALE,PINETOWN,3700		317725133	No	NONE	Q3	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500146631	500146631	1052	32
